Id,Price
5418,183929.68010637746
1662,495270.907780749
2441,214820.15967610327
669,110413.47859503151
7734,189641.70671392535
6010,221142.06464362546
266,127534.11823198399
632,140749.188487349
16221,105300.42477840955
11832,172173.94731558344
5035,107716.04069028633
37,117361.69853894094
6168,172303.3742589717
11757,179353.9261280796
8086,121760.83053093751
6529,233159.45949159033
15121,187206.86514537796
13904,147368.6584180483
3711,166072.96509704815
16563,120084.43314083065
14494,167447.12203698064
3006,222385.35433114006
15299,122673.7884464332
92,262497.31548288185
8066,213329.2099129919
16071,217207.9618726163
10662,121828.65329268157
3883,245545.62811641797
5511,116566.08952366495
2821,252756.12803549276
9570,202602.1777279639
4326,259893.73455967582
9251,236415.14743136466
9031,212915.12336495155
12689,183357.0320668224
16380,240960.64131605576
1053,244134.1616388722
4568,181480.6260694585
16140,116789.9714943982
14356,392754.783671989
8466,182962.14852208662
15652,139357.7344218931
3285,118836.98351240087
3198,158604.92327492734
14088,416988.51150138734
2268,135631.6780043018
15472,217528.00219750655
1203,192634.60423573258
7157,339403.8027499126
6886,186456.55328222725
5083,256368.44211013347
7467,116047.51099068785
14068,184831.76787464495
2080,173246.39604661707
10865,163470.22077445185
13516,184699.16509567533
14150,209000.4331995667
7609,105216.92480504021
2144,395199.7063096068
10357,196418.66469547554
2396,219857.30614254507
1526,370595.8747111397
10890,266270.8291669777
8638,450422.6559909668
6050,265289.7709901967
7639,109898.73892706286
10544,195614.78407924506
9577,218364.0379347189
13195,213616.18279447005
3484,202426.31302278506
16668,426617.6061959693
7171,181825.59205365818
8547,207775.88234238888
12735,214768.88279134993
9093,190124.9503034005
15323,254836.59599520275
14897,150229.24141323462
5135,131420.89489827224
5327,196229.47559733753
13133,248545.23748593728
1676,303832.43504637183
16296,255910.99805855777
1095,139780.32197064988
12528,145505.5710305443
7348,278580.2806582171
11663,167266.22823875217
1803,202046.6929697671
1510,226482.29691041505
16045,213448.49376810133
2900,147309.7868720237
3236,170103.97624806815
1318,223014.4634130927
14948,230060.21895344657
7840,279824.0390319518
15325,183114.40756338192
8700,165178.1571929156
15706,193769.41709339202
14449,167286.5748562547
16117,174644.34423630402
4529,196284.22395820654
11199,197620.95173548433
4052,351900.08039291407
821,210194.68398905036
68,260411.92309460897
554,116824.66102677525
452,194323.61545922005
11394,294040.3454788758
11393,156879.0042201972
9535,171850.76903633718
4024,194570.27594350168
10069,199379.32566485222
12007,173166.56388899998
12368,443885.1225373727
1259,360711.05467731645
1124,331503.58321946877
3707,196206.0097163442
8767,168951.0862313592
1919,164754.2382334425
16741,163449.06859037632
6664,285763.70086275367
5688,371687.75196345174
7799,160214.59187883296
14843,329327.68174252444
7532,156130.7757195005
8133,162906.8741582778
6264,328607.21508925664
4125,165230.24675290482
2410,165266.55678573123
13607,207948.5768174207
1716,273370.67701382755
1370,135484.59265343443
2273,393025.9014437058
15298,332179.6699432987
4284,258532.92148811967
12303,141821.5429596512
7808,133541.1311766506
2203,139740.30114329088
7237,122310.78753898307
15864,148100.7054264394
2844,178553.38530421027
5729,170339.03846232456
11812,366139.699709147
1779,160397.16152306605
6442,133189.11296633916
6160,205173.6265506506
8266,196553.20527607854
9903,149920.62917158764
2867,138922.91570324867
6998,182893.43288751956
13932,180899.03093684118
12587,180653.24761453725
3611,244134.6218548527
2646,270442.5633526766
1890,162125.76933113515
860,231941.95589222
14187,179306.22190463744
12569,277659.4002346626
1276,88281.80704899198
12025,205219.48737383317
4890,284584.349198971
14410,282977.4329435693
10352,303731.75377298245
11407,190654.83770753825
10384,174116.3381468861
7622,297102.7411768518
12578,160078.01476000046
15820,167429.75593286066
563,197052.11218139087
15226,166658.95098605342
6396,214013.8537117115
6247,148875.62582257137
3339,159160.15665295636
10975,288469.9895989322
7475,105611.32384556845
11129,245596.633397806
3051,273016.0810886653
10232,229088.04908637013
14106,184556.52573874724
5502,229615.35096078448
4558,71903.70082394914
4181,136380.71479615686
8426,129834.11801417232
6611,167700.79431814453
14641,135607.16128270357
15539,275111.82916789385
13119,135300.11513639093
11716,178818.06257115153
7316,259635.5473994039
7791,108019.89053633751
13034,307944.33096273965
1068,238234.93868988066
4060,170548.42536031496
10172,224445.2004483759
2591,197989.09943406188
12494,336239.58098807815
7828,303410.5698889714
15284,174124.0713832852
7947,177973.36400075868
16335,220767.28770316974
10234,352090.8318087179
2797,246582.50478844
5341,244948.2548373548
3059,287490.64359051915
1559,68548.99027100792
15320,265108.8211625156
10284,358981.9854223791
4134,210561.4141142875
4481,217083.3304189967
7222,179420.39975246746
4062,216101.66419715353
2192,208691.99191827583
9637,180563.25165932413
16236,163773.10314608095
4272,154424.08918038628
9406,284882.0418500909
14309,224856.0597008139
1946,300735.9206850402
16235,229084.16596639744
7146,168091.40983140137
16784,235797.479398622
349,321773.327657124
6251,177481.05354066842
5128,395295.1196351264
11718,188254.01280553345
16721,88431.87011488405
12517,215872.78708199124
15961,184421.69472285162
9428,154925.91485965997
14541,143432.77986815164
10168,110841.46161030728
11270,159111.89499098703
13210,239168.0406283253
11518,164300.84572480997
12612,209090.54442946706
16352,117723.08169614171
9935,127135.95286574934
15521,290128.42189745477
11482,202377.50697125867
11443,176536.48372552893
9459,251521.2885661385
9218,173279.8095498213
854,140124.55845813837
5619,129294.0930279707
9208,170541.54167197287
4391,119338.89824424367
15207,163544.48328549232
7183,190027.85441868808
16442,220057.01245042353
7936,90569.3637874668
10606,371249.3498596232
4979,154978.86665758118
4854,286614.0437898397
16476,124050.22178008522
10516,154037.3633179037
16261,281779.8985810512
90,415119.0200054264
5433,185261.45248350882
14338,145388.0697835191
13487,200338.15792648416
8211,479061.21214973286
170,141451.63115714944
14051,97735.69731620983
10686,205057.27513833452
7595,303224.27254654805
6777,393980.91967515246
14661,175567.84598114097
13991,290305.4350342448
16795,164505.91872069542
2740,140313.0847096339
7368,338137.42242995044
2413,240527.6980842321
1852,468133.71438487415
15200,413909.2454207902
8467,313518.28918482503
16379,257117.50832321375
3375,178712.7701568358
5945,446640.1629305397
2641,183725.16950827665
2837,349040.44078558276
3498,211049.70418242802
10876,154472.67450676003
1285,209842.06659867492
9285,242685.3312671939
4015,327552.33552097843
2526,208689.8826463075
7814,211353.23007766582
7117,324243.6089218926
12359,131199.46801375443
3303,278350.28958012664
13874,167841.0049984623
5484,198620.81500444864
15067,148858.45563824582
12639,216538.49921492656
3388,229575.7512104777
4256,200360.7045015929
15738,216169.9557428115
14049,181577.21433760904
15780,182520.94720307036
9564,171850.73092735477
11910,224036.35061227944
11315,234907.36305543908
1733,158123.47279459558
3910,333938.9339204526
7552,485007.4701457058
254,210907.65986561417
5222,204617.5871199263
8314,237158.26733939452
16743,211225.76556394732
10335,105018.11043009713
8226,256184.6794416553
12254,184656.49033671842
13152,209528.64976554245
15020,181673.0179511152
16349,230173.54976883234
11924,148376.5822127896
12543,187956.03065689112
14114,227209.0786582705
12318,253905.69857054084
15383,171973.7920779568
6679,200730.890708673
635,170783.2365247807
15993,244181.289269953
11375,208253.13902585607
11216,182302.53122553485
15401,218485.39932524457
11301,136727.54931446176
13804,258025.2821948914
10839,201534.6819487199
1588,326743.86483170936
3596,200930.48928022402
5816,178105.10697240153
8099,146447.22793642635
6551,197826.95819670617
14075,492886.99924274796
13431,211994.1348103886
9481,309229.23778303654
5295,148475.32484524848
15859,329474.894583993
10634,315607.08036157984
444,234836.49662652094
11686,272023.9313908647
1213,209756.9481501619
13970,170226.84185623858
6849,495110.1277236891
9911,252675.48267668815
5649,154908.20867844205
7184,249394.0991722105
5877,283353.6457649062
1655,320199.11449031695
15301,199317.44846653275
12389,271462.62333840714
5241,256285.90378618415
7048,163523.5235778727
10574,130810.84792634896
8593,153432.79027281044
4752,175476.2195344545
14663,186117.55116861782
10994,208840.96151824572
87,73590.52109829841
5132,122975.52656087517
6372,413665.04640638427
7411,284425.9320320606
3319,238213.19596825208
9355,121661.27405777815
5139,283171.1175818959
56,293957.04959723516
3249,181773.0761246889
5047,79869.47880368412
13238,369210.7998407014
2190,306083.01167328726
15599,178390.59491365726
6542,171168.5519560258
1968,200221.3857635423
5630,170224.9684192577
9157,199234.6620492613
789,176726.78796282725
1413,267274.1827063733
12514,240372.0781620374
13459,150342.45207089075
1345,218862.56430121136
4034,207833.0262342581
15169,156333.63043247812
6770,248779.83248373814
3334,180287.1181994933
12998,164236.01011800618
15870,227371.95645632118
1871,180404.24371242872
5770,158090.32469076148
13196,107535.87813568044
7633,196677.6039532012
10699,205960.85421866286
15470,186828.05216436132
1903,489461.91527883464
13860,249952.76409783465
7649,137178.77271909398
11043,271071.9714523892
2922,228163.8428320338
7538,311003.2027086049
9477,117543.24234936181
117,476177.1457136072
1457,240556.41768712946
7082,169475.97777005695
3053,271278.45923214755
12522,103929.89978316227
5744,410544.15470893605
13566,367979.07022556296
1464,132555.7224146998
3852,115247.09010558511
9557,236337.70036323112
14719,438023.11239087925
13978,136935.277385772
3286,155027.07541381638
13019,325023.2471543593
1421,150288.7027873499
13502,185840.87652805125
14811,132514.59032724085
9297,293321.02664351417
7749,490322.1110899869
16555,148373.93635206288
14576,188139.58453420753
12766,181243.7560346482
4679,124001.27785422966
10033,200649.17636205215
11231,284683.3978954507
15112,171257.50320704046
10617,183500.6055540528
2175,172662.86200511004
16502,445710.9297864232
10106,189163.38182519085
12561,152360.37582510762
15907,289313.84558575065
8069,117727.19288476738
8316,129340.77288031964
12343,242974.79995741253
12092,169089.50048822403
1527,176828.97768978577
10010,199743.8627144162
655,109997.62028410197
10549,134129.57782579
3248,116420.24134045708
13499,328044.92924368684
14959,209422.75245085053
6070,150833.1618127856
11360,218522.29600090653
12102,201497.84290171752
11870,299087.8669399336
3713,151035.06777602233
3230,156921.780127956
7742,227376.2588955365
15092,336289.773041333
8728,287667.2618636134
3386,141303.62158358534
9409,150308.2264699053
16545,237502.74502369374
3127,164554.7727150253
11344,163318.83608657366
2112,232210.34225674556
7310,203413.27296297182
6313,221445.5470740122
3681,398489.7740855232
5114,280990.5642023452
270,158789.25606798753
14350,176721.27869242165
12223,347708.1406522698
1066,186991.13594032254
16116,407388.42841782497
11410,485738.10407664045
4088,153796.50945807173
5956,170401.0169931468
14669,166833.6280651577
13871,136552.60931394825
4126,254173.58059445617
12114,189952.11928246517
16607,143136.0090474897
4266,222503.45646051504
13518,184406.8783378448
11856,242169.74054704723
3885,244863.76009195336
8891,169837.08648911407
4964,171347.74055558656
7696,148619.0163346716
6894,117406.78160858346
9766,179869.38570651336
4800,151185.3010491204
2840,195436.85538040183
4743,178173.77680198918
13562,502084.4109715154
8301,202508.221007629
5405,171709.47721650056
1535,172786.28266832308
9073,130442.36786511829
1698,340990.88569752156
12262,242279.79196101564
6794,182191.14875788466
12701,186567.4473357843
8432,176270.26848560316
13540,134714.84120314027
8629,141257.84638971626
1440,192109.61183956414
8596,209985.6064056085
9575,276449.8639249437
14976,99496.54443037359
3149,209222.5703297354
5157,179027.12881638727
10748,177881.72075032658
9719,373482.94133790175
6376,186050.8323232614
9733,174362.3447352282
4749,212266.49250222516
4994,372992.1173949924
538,177555.62740510475
5512,126720.14758859089
9778,142929.75828056893
9761,139663.12162812456
3174,387380.8440470908
13429,185680.40837409568
10467,71898.83494706849
14129,198803.77128058334
13608,189061.51873949973
11106,138954.17087855432
12048,178126.6223001712
1054,360715.45779034914
3582,304472.41453487973
1566,152659.1374644969
11529,149150.61700457768
11859,143592.7725406675
10582,151061.5607076661
14907,496800.8605283812
14039,175334.81821833542
10489,164856.0667343474
3331,330472.01295427256
10153,247064.49380388102
5271,152536.03044854518
11871,378659.9908092555
776,124449.82927878055
3994,134654.17377454764
9433,69859.63845158266
14275,147112.62501425925
8030,256238.15602898368
8169,302103.1196270897
8053,197255.37453776234
4822,240406.63707702231
13197,232156.75947444802
13634,266207.3721224628
8951,180032.42934478595
12176,249138.20794032165
15471,145614.42306019762
14962,158620.2541950443
12512,138068.8261128581
8697,502497.85213468946
7095,230643.65170782362
13639,191813.68636112372
16660,174335.6512142651
5848,148196.04706594156
5386,190111.49748830582
10880,269769.13057486934
3954,179258.15066893396
13426,302115.29660920345
5966,203304.81702475832
16315,311777.81436451746
7455,158775.2444102852
11071,229710.86127324443
14740,212213.74143042296
16087,190634.21283766057
8931,254610.08204867714
15289,165854.90448528036
16089,223366.36553817743
12128,185312.66029233104
4724,219152.92432833798
8585,197180.17126686755
7188,253312.8617863204
5423,154151.42209049847
10488,202427.6110207748
5980,223557.01918611786
8376,254440.17601274874
12397,143023.4810103299
16496,172055.18226207257
4891,229867.63558918834
9710,136022.33416083053
6339,186536.2342477738
244,204667.6815105859
5002,212565.08074187036
5358,174806.61038564466
7636,153844.60964007984
9361,316412.3001994247
3601,103272.22819800077
15755,162173.7471899072
172,188644.14987830204
3037,343529.77277399687
577,258083.53062210392
3607,180444.87701159195
2515,112691.72251547039
10413,146920.1227120218
10511,226797.26433692497
4637,427244.8271611142
12736,271520.0969975807
9534,239089.74503794315
11641,195651.78989973664
10419,244967.5161125241
15313,177914.82192050997
14915,201739.8784108382
12409,375725.5769787136
9405,133182.0073515854
14066,207299.27460901852
14108,194286.78827131895
11931,231754.2796881001
11464,271362.88573949924
926,156355.99578541992
11190,221254.25747431844
10260,183528.57980729884
12712,203849.24478347923
1234,214502.26511982537
11608,98289.63894363417
3776,250615.68200702555
4881,197079.81952771673
10266,214077.53356781046
3262,245965.15450197525
3576,363283.2650680544
16604,452744.6490450858
8041,181449.18897643502
10691,248350.5291295176
8357,191202.31704209428
11661,139342.02325081336
4453,240363.59694613636
15936,218818.17766507025
8463,214759.55763578962
15770,223317.65559660335
466,176903.0530656148
14965,91228.61707156901
11227,166628.41105771667
9894,264494.9904926569
11746,182638.37587429854
4118,151180.59800664557
756,359368.47457275796
15589,205094.57156310626
109,321846.25894536247
5778,203422.83570858778
1731,90464.35958636546
3450,148308.55150945947
2961,193927.83534179308
222,173358.71424049477
11454,395622.65022205084
7339,187493.7365451636
12096,98955.62805712837
14074,199871.25144854936
4058,334833.842351658
6603,283877.94156287046
3289,126609.53246409274
16681,273919.7117320164
8200,306128.954019335
3343,222443.82184787432
7802,182700.27942327198
2082,392897.1687410113
217,254326.75287937623
1720,179880.6832992324
7224,240161.5494892881
6176,129739.26505457921
12571,234959.29873843957
16666,281986.02773234405
8908,198032.61189520656
6914,186476.27505555758
5428,207805.2189853813
381,183980.838220412
3991,190926.64885822282
16365,272200.55134457076
1046,198001.64267629932
391,153057.97999067017
9212,348771.1114157713
3022,181261.71101822934
9961,110692.32411542973
6764,305283.3018162128
7720,174297.05515724313
4809,226861.23026939735
8877,313897.21499158966
7817,184347.3551165817
10614,112049.8849386909
5553,298975.1640428272
16488,125843.11459360879
11002,168086.29437587076
13592,276052.91679375654
15050,232146.0563400806
13553,271476.141482531
9041,198636.87239692363
5461,427028.763808318
16274,412026.1005988773
2138,122714.2137318789
6245,164018.53459704705
8245,159974.25379594378
6491,217398.70472780202
13218,202450.54907006747
13101,105122.15117747296
10462,140723.98642320666
4079,185284.4008187563
1506,494950.8249653566
14107,131890.39802114666
12215,278256.0290345671
11576,325903.1044598764
10567,212297.97322068736
12713,220012.25216526873
1468,424021.2208795202
2549,248272.15621729213
4172,245969.49589029024
12380,239123.26819263215
3513,109926.30529326793
8165,265759.1551253833
1127,190227.7220990583
14601,428883.2163139028
15526,325412.20017433894
986,350716.5052826854
14968,226479.63253647284
9348,228404.53448181262
6317,267821.66869013937
7497,91652.67181167526
5079,342062.3753772572
528,171858.43579435177
10964,147446.80581834936
5812,305034.233344487
11022,185544.4807950838
16251,136981.75243810515
5863,112283.10708795289
8664,223248.85941770463
5396,212396.2483914887
6917,256096.3676221896
12776,130203.05042598867
473,234487.90907383047
13333,214227.0773493964
13023,197261.06956738397
7357,222791.70955893144
10955,419275.6830038711
11914,341882.1954311426
12535,166160.37590837962
11205,180940.06991879895
13209,183331.67295830653
16119,268503.22813899396
2174,292377.2454589823
4834,214491.63926716486
10151,181897.9529286177
5584,204681.487538653
6672,215822.85870655914
12858,276814.45194006735
5106,178150.686116506
8884,179934.1189091649
13766,156610.69590797197
12556,121148.95247669071
12910,221754.4548008151
6258,130858.9397960598
7100,228848.9032152093
1793,196731.64545838255
3335,182038.37698776036
12835,197329.41221803415
10591,145863.9213660461
15707,261454.78619172302
16389,156432.88724031945
7440,370949.5780568544
6293,178414.39030188185
3937,200591.50456381164
16527,207832.4302804431
5102,257140.95129340285
10734,356929.25155530364
7986,148092.1236820294
6495,95970.73724223392
9571,249658.07454777774
5131,189487.49655688286
10761,369122.5379481609
143,386282.0655271699
13829,170997.7938721644
13662,245063.45651795377
1771,153078.56564505567
5448,183612.27581199448
8594,169438.902845272
12038,335418.22298777977
16471,178825.82390185888
16764,143382.62820459867
1282,172480.81615836188
15101,259222.73151366517
9473,138208.66431862247
2324,382604.5967512688
14448,238210.88529617272
6000,70048.77671457973
2077,151282.49650112947
12960,237879.93412193534
15837,195630.30915505948
8805,236206.98801306714
9987,233763.04631131166
1580,334639.19232111936
11089,127631.88160633735
10926,221816.67007756582
12773,436345.23230272136
6490,298596.5319302599
10858,128409.99380833487
2831,114688.28495808909
16326,164524.90356287092
371,207120.96170636325
8852,188860.73199384383
6713,283457.54132468475
4230,186325.55985429222
3639,215094.97927504484
3642,195342.14628233385
5149,200676.93772039597
2861,205174.73405564541
13300,89984.26331343265
2807,337853.66139600374
5919,102477.20390448644
12716,496181.01774209435
4271,274688.0481586985
16055,264929.76727716054
3747,283492.89826001064
5857,264408.4014419565
6884,353897.4041999311
16027,274986.336110366
3512,298156.6666887839
5181,183002.46601235867
16732,251288.19378388554
1908,180631.92584574324
12082,174383.04377830387
7286,131581.1765833858
8216,137145.40773712908
6929,301294.86508555117
3950,324225.57914384553
12479,179046.97778608528
877,129695.19617578076
1366,184940.25457989593
384,133300.6609640505
5767,200212.14092435013
6910,164370.7540972311
187,206135.2896425996
10164,262641.56264913554
8603,218508.11060004254
15834,211516.9965650398
3078,134201.66729371005
3479,257071.38054719643
6671,227905.37878094823
6078,168666.8090512292
16271,113365.55046863593
16191,159070.4117225057
11544,186505.3804080497
7781,206962.95458809676
14918,291911.7959400559
6238,190934.0309572377
12989,202531.22620109282
11907,177385.51536767476
9696,150247.73306457742
14084,351760.4110916277
3895,161440.11916004145
4367,190755.0691409122
8453,63667.378699729365
7638,339808.2861346063
8373,240585.0984590077
4674,200649.06690680195
15787,149034.59227710945
5903,259050.94638514373
13679,210161.17768546578
9018,372537.29255687236
15823,232425.17791124654
13289,150780.32056673866
9896,195275.81241831192
14436,190636.66859119164
5547,232783.49683108105
4048,416231.2770252915
16579,228234.15724765864
8550,203805.33471401554
9385,275222.35914261965
5242,159019.5155640999
31,219826.9090398022
6144,293670.5687504872
3990,195503.67153155155
2523,90815.8371813403
12608,279187.1410080706
7234,177193.14565115885
15264,203286.65933962032
9623,212125.29941990972
3161,348677.4577725556
7425,98166.18694515439
13021,287691.8917724153
4044,149437.69763154068
15411,235868.47775911223
979,283137.8386422711
5514,233316.1344596766
4817,167387.36606990235
2115,184907.5504441174
10571,260397.17163612187
8992,225878.20152216023
15546,180868.4994646307
11359,132847.70684365128
11972,186109.3326666524
12838,163197.93349355005
5948,128586.51103664955
422,281750.7829964163
4855,135098.2219915442
16197,109467.77958690986
8926,442979.34895771794
5703,212755.24866532077
8848,217277.50975369418
7039,299328.4549431994
3806,160416.1863969128
15154,226077.7934909319
13132,163640.18987205715
7438,194025.02899818952
4398,209077.79410735558
2440,183993.24121722553
3751,141070.3254843197
1476,186741.1975105537
2264,268235.8769402994
16444,168801.02846705265
10704,139668.09637478762
4033,140565.0708270978
4508,114175.16978801828
16290,226908.7517617986
10387,210776.59671488847
5457,152768.78032743663
4910,282761.4190459203
7451,186239.94735898578
10732,180660.40953273594
8015,137371.43689062842
6148,184897.75441340113
5892,244263.2990397562
7825,219599.53490323215
6851,237983.75411419375
6633,202812.261870552
2139,267418.7296866516
10213,266731.05292884115
2830,219764.8349360351
13907,137620.86334534158
15897,364023.90831294307
8311,181051.78948449317
14230,195330.63824081208
3878,202788.82095585723
13732,176765.7909505085
12110,179994.00460737967
10675,397458.01891542814
12946,121883.47388736116
16754,207451.24894056332
4394,253278.70246883703
16728,178904.68670255633
14378,293214.98564994923
9949,177532.26778982603
994,165618.25261365328
13258,145938.02961242053
5883,356614.79734101926
6933,391911.34501797834
13193,226337.30746779323
13286,162501.67524449815
13407,385086.83587101777
7512,115765.98133479542
7221,198038.5712505531
14428,170749.6337862335
1740,194612.0827686569
3,149138.37615768795
12952,231529.41247082772
11537,143063.26420473141
2558,135551.16034177106
14081,245358.2814823538
3517,198404.39480424245
7149,229679.13194911982
15777,117825.15535032815
8995,229772.4855416657
826,407759.5828647883
509,278190.9314305266
14875,325359.32167164545
6591,152485.8581701089
11283,108650.77387191763
9897,244913.92866094195
14902,183240.24502217185
14291,211558.63365668032
3162,231889.69367052804
4206,184895.1021987848
11580,189916.14477338202
2007,216853.41328329116
14939,343625.29568699823
13572,189807.2821507435
